学年,学期,教学班,课程号,课程名称,开课学院,计划学院,学分,课程性质,课程类别名称,开课类型,年级,专业,成绩录入老师,职称,上课人数,理论,上机,实验,实践,周日,周一,周二,周三,周四,周五,周六,选课备注,其他教师,教材名称,出版社
2025-2026,2,(2025-2026-2)-3000310011168-01,3000310011168,离散数学,数学与统计学院,数学与统计学院,3.0,专业教育选修,专业课程,专业教育课程,2023,数学弘毅班,胡新启,副教授,50\0,32,,,24,,"1-14周3-4节1区3-302(99,多媒体),15-16周3-5节1区3-302(99,多媒体)",,"13-14周6-7节1区6-104(63,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1100740011002-32,1100740011002,形势与政策2,形势与政策教育中心,计算机学院,0.5,公共基础必修,,专业教育课程,2025,计算机弘毅班,高珺,,128\120,8,,,,,,,,"12-13周6-8节3区1-427(249,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011002-32,1100740011002,形势与政策2,形势与政策教育中心,计算机学院,0.5,公共基础必修,,专业教育课程,2025,计算机科学与技术（雷军班）,高珺,,128\120,8,,,,,,,,"12-13周6-8节3区1-427(249,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011002-32,1100740011002,形势与政策2,形势与政策教育中心,计算机学院,0.5,公共基础必修,,专业教育课程,2025,软件工程（特软班）,高珺,,128\120,8,,,,,,,,"12-13周6-8节3区1-427(249,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-19,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,黄雪晴,助教,36\31,4,,,28,,,,"1-16周3-4节松园操场田径场(50,体育馆)",,,,素质体育2（太极拳）,,,
2025-2026,2,(2025-2026-2)-3000130015052-01,3000130015052,基础法语4SXZ,外国语言文学学院,数学与统计学院,2.0,公共基础必修,核心课程,专业教育课程,2024,数学与应用数学（中法班）,程平,副教授,27\0,,,,96,,,"1-16周1-2节1区理-206(36,多媒体)",,"1-16周1-2节1区理-206(36,多媒体)","1-16周3-4节1区理-206(36,多媒体)",,,姜俊钦,,
2025-2026,2,(2025-2026-2)-1000890011018-49,1000890011018,大思政实践课,公共政治教学,计算机学院,2.0,公共基础必修,无,专业教育课程,2025,计算机类,待定,,100\100,12,,,36,,,"15-16周11-13节3区1-302(195,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000840011034-06,1000840011034,数据结构与程序设计A(C语言),计算中心,数学与统计学院,4.0,专业教育选修,跨学院公共基础课,专业教育课程,2024,数学弘毅班,蒋华,讲师,77\0,48,,32,,,,,,"1-16周1-3节1区6-209(85,多媒体),1-16周4-5节1区2-201(78,计算机教室)",,,,,,
2025-2026,2,(2025-2026-2)-1000840011034-06,1000840011034,数据结构与程序设计A(C语言),计算中心,数学与统计学院,4.0,专业教育选修,跨学院公共基础课,专业教育课程,2024,数学与应用数学（强基计划）,蒋华,讲师,77\0,48,,32,,,,,,"1-16周1-3节1区6-209(85,多媒体),1-16周4-5节1区2-201(78,计算机教室)",,,,,,
2025-2026,2,(2025-2026-2)-1000840011034-06,1000840011034,数据结构与程序设计A(C语言),计算中心,弘毅学堂,4.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,智能制造工程（弘毅）,蒋华,讲师,77\0,48,,32,,,,,,"1-16周1-3节1区6-209(85,多媒体),1-16周4-5节1区2-201(78,计算机教室)",,,,,,
2025-2026,2,(2025-2026-2)-1000840011034-06,1000840011034,数据结构与程序设计A(C语言),计算中心,数学与统计学院,4.0,专业教育选修,跨学院公共基础课,专业教育课程,2024,信息与计算科学（自强班）,蒋华,讲师,77\0,48,,32,,,,,,"1-16周1-3节1区6-209(85,多媒体),1-16周4-5节1区2-201(78,计算机教室)",,,,,,
2025-2026,2,(2025-2026-2)-3000520011072-03,3000520011072,计算机网络实践A,计算机学院,计算机学院,1.0,专业教育必修,专业课程,专业教育课程,2023,计算机科学与技术,吕慧,讲师,70\75,,,60,,,,,,,,"1-15周10-13节(,)",1-15周周六10-13节A301,,,
2025-2026,2,(2025-2026-2)-1000820011044-04,1000820011044,健身与塑形2,体育部,,1.0,公共基础必修,无,体育,wnj,,郁文,副教授,30\24,4,,,28,,,,,"1-16周3-4节竹园体育馆(50,体育馆)",,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-99,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,谢天赋,副教授,36\39,4,,,28,,,"1-16周3-4节桂园操场田径场(50,体育馆)",,,,,素质体育2（舞龙）,,,
2025-2026,2,(2025-2026-2)-100073001002-02,100073001002,军事理论与技能,军事教研室,法学院,4.0,公共基础必修,无,专业教育课程,2025,法学,徐志凌,助教,119\0,32,,,168,,,,"1-16周11-12节1区法-122(187,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000520011008-01,3000520011008,嵌入式系统,计算机学院,弘毅学堂,2.0,专业教育选修,专业课程,专业教育课程,2024,微电子科学与工程(弘毅学堂),武小平,副教授,78\0,32,,,,,,"1-11周6-8节1区5-105(106,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1100740011002-12,1100740011002,形势与政策2,形势与政策教育中心,信息管理学院,0.5,公共基础必修,,专业教育课程,2025,社会科学试验班(数字文化本硕博试验班),白玉,助教,221\208,8,,,,,,,,"12-13周6-8节1区4-201(237,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011002-12,1100740011002,形势与政策2,形势与政策教育中心,信息管理学院,0.5,公共基础必修,,专业教育课程,2025,大数据管理与应用（大类）,白玉,助教,221\208,8,,,,,,,,"12-13周6-8节1区4-201(237,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3000130012011-01,3000130012011,西班牙语（1）,外国语言文学学院,外国语言文学学院,3.0,专业教育必修,专业课程,专业教育课程,2024,英语,朱洁蓉,,35\0,48,,,,,"1-16周11-13节1区新外-05(43,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000130012011-01,3000130012011,西班牙语（1）,外国语言文学学院,外国语言文学学院,3.0,专业教育必修,专业课程,专业教育课程,2024,翻译,朱洁蓉,,35\0,48,,,,,"1-16周11-13节1区新外-05(43,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000130012011-01,3000130012011,西班牙语（1）,外国语言文学学院,外国语言文学学院,3.0,专业教育必修,专业课程,专业教育课程,2024,涉外法律人才班,朱洁蓉,,35\0,48,,,,,"1-16周11-13节1区新外-05(43,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000810013011-6-H01,1000810013011,国际传播学术英语,大学英语部,弘毅学堂,3.0,公共基础必修,无,专业教育课程,2025,数理经济与数理金融试验班,文芳,副教授,26\0,48,,,,,"1-16周3-5节1区6-202(65,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000810013011-6-H01,1000810013011,国际传播学术英语,大学英语部,弘毅学堂,3.0,公共基础必修,无,专业教育课程,2025,心理学试验班,文芳,副教授,26\0,48,,,,,"1-16周3-5节1区6-202(65,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000810013011-6-H01,1000810013011,国际传播学术英语,大学英语部,弘毅学堂,3.0,公共基础必修,无,专业教育课程,2025,碳中和经济管理创新班（电气）,文芳,副教授,26\0,48,,,,,"1-16周3-5节1区6-202(65,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000540011110-01,3000540011110,地理资源动态与社会经济评估,遥感信息工程学院,遥感信息工程学院,1.5,专业教育必修,专业课程,专业教育课程,2023,遥感科学与技术,王梦秋,教授,52\49,,,,36,,"14-15周10-13节(,)","14-15周10-13节(,)","14-15周10-13节(,)","14周10-13节(,)","14周10-13节(,)","14周10-13节(,)",上课时间：18:00-22:00，上课地点：学院5-318机房,,,
2025-2026,2,(2025-2026-2)-2331750011072-01,2331750011072,韩国语言与文化,中国边界与海洋研究院,,2.0,通识教育选修,一般通识,通识课程,wnj,,王佳佳,副研究员,200\0,32,,,,,,"1-10周11-13节1区4-205(220,多媒体),11周11-12节1区4-205(220,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3150710011004-08,3150710011004,科研训练,弘毅学堂,弘毅学堂,2.0,专业教育必修,创新创业课程,专业教育课程,2023,数字经济试验班,唐诗音,,22\22,,,,48,,,,,,,,,李志,,
2025-2026,2,(2025-2026-2)-1100820011061-98,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,王石龙,副教授,36\40,4,,,28,,,,,,"1-16周6-7节桂园操场田径场(50,体育馆)",,素质体育2（武术）,,,
2025-2026,2,(2025-2026-2)-3000140011011-01,3000140011011,数字营销传播心理,新闻与传播学院,新闻与传播学院,2,专业教育选修,无,专业教育课程,2024,新闻学,程明,教授,110\0,32,,,,,,,"1-16周4-5节1区理-104(209,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000140011011-01,3000140011011,数字营销传播心理,新闻与传播学院,新闻与传播学院,2,专业教育选修,无,专业教育课程,2024,广告学,程明,教授,110\0,32,,,,,,,"1-16周4-5节1区理-104(209,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000140011011-01,3000140011011,数字营销传播心理,新闻与传播学院,新闻与传播学院,2,专业教育选修,无,专业教育课程,2024,广播电视学,程明,教授,110\0,32,,,,,,,"1-16周4-5节1区理-104(209,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000140011011-01,3000140011011,数字营销传播心理,新闻与传播学院,新闻与传播学院,2,专业教育选修,无,专业教育课程,2024,传播学,程明,教授,110\0,32,,,,,,,"1-16周4-5节1区理-104(209,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000450011217-01,3000450011217,土地规划学,城市设计学院,城市设计学院,2.0,专业教育必修,专业课程,专业教育课程,2023,智慧国土空间规划试验班,耿红,副教授,26\0,32,,,,,"1-8周6-7节2区A416(40,多媒体)",,,"1-8周1-2节2区A416(40,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3350450011066-03,3350450011066,设计色彩（2）,城市设计学院,城市设计学院,2.5,专业教育选修,专业课程,专业教育课程,2024,建筑学（中英班）,周秀梅,教授,18\0,,,,60,,,,,,,"2-16周2-5节(,)",专教画室,,,
2025-2026,2,(2025-2026-2)-1100820011061-0154,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,刘骕,讲师,36\36,4,,,28,,"1-16周6-7节竹园操场(50,操场)",,,,,,素质体育2（排球）,,,
2025-2026,2,(2025-2026-2)-1000820011008-22,1000820011008,羽毛球2,体育部,,1.0,公共基础必修,无,体育,wnj,,张葳,副教授,36\36,4,,,28,,,"1-16周6-7节杏林体育馆羽毛球场(50,体育馆)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000220011089-01,3000220011089,刑事实例研习,法学院,法学院,3,专业教育选修,无,专业教育课程,2023,法学,何荣功,教授,20\0,16,,48,,,,,,,"1-16周11-13节虚拟教室(500,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-1100340011009-02,1100340011009,材料科学基础,物理科学与技术学院,医学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2024,临床医学(五),方鹏飞,教授,173\0,32,,,,,,,"1-16周3-4节4区01101(221,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1100340011009-02,1100340011009,材料科学基础,物理科学与技术学院,医学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2024,临床医学“5+3”一体化中法自强班,方鹏飞,教授,173\0,32,,,,,,,"1-16周3-4节4区01101(221,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-2332160011341-01,2332160011341,当代舞蹈名作鉴赏与实践,艺术学院,,2.0,通识教育选修,一般通识,通识课程,wnj,,洪一鸣,讲师,40\0,32,,,,,,,,"3-13周11-13节1区4-301(223,多媒体)",,,文理学部4-301,,,
2025-2026,2,(2025-2026-2)-3000110013019-01,3000110013019,当代元伦理学问题,哲学学院,哲学学院,2.0,专业教育选修,专业课程,专业教育课程,2022,现代哲学国际班,Matthew P.Lutz,副教授,20\0,32,,,,,"1-11周6-8节1区6-307(59,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000110013019-01,3000110013019,当代元伦理学问题,哲学学院,哲学学院,2.0,专业教育选修,专业课程,专业教育课程,2023,现代哲学国际班,Matthew P.Lutz,副教授,20\0,32,,,,,"1-11周6-8节1区6-307(59,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-0000130015002-01,0000130015002,俄语实践语法（2）,外国语言文学学院,外国语言文学学院,2.0,专业教育选修,核心课程,专业教育课程,2025,俄语,黄清华,讲师,22\0,,,,48,,,,,"1-12周1-2节1区新外-08(30,多媒体)","1-12周6-7节1区新外-08(30,多媒体)",,,王艳卿,,
2025-2026,2,(2025-2026-2)-3000220011093-01,3000220011093,行政实例研习,法学院,法学院,2,专业教育选修,无,专业教育课程,2023,法学,黄启辉,讲师,40\0,16,,48,,,,,,,"1-11周11-13节1区法-117(85,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-1000890011016-05,1000890011016,马克思主义基本原理,公共政治教学,新闻与传播学院,2.5,公共基础必修,无,专业教育课程,2025,新闻传播学类,胡庭恺,讲师,90\54,40,,,,,,,,"1-14周3-5节1区3-202(99,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3001400011081-01,3001400011081,机械制造基础,机器人学院,机器人学院,3.0,专业教育选修,专业课程,专业教育课程,2023,机器人工程,李登,副教授,57\0,40,,,12,,,"9-16周8-9节2区A105(60,多媒体)",,,"9-16周3-5节2区A105(60,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3150110011027-01,3150110011027,西方哲学原著选读,哲学学院,哲学学院,3.0,专业教育必修,核心课程,专业教育课程,2024,哲学（强基计划）,刘任翔,副教授,60\0,48,,,,,,,"1-16周3-5节1区1-303(144,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3150110011027-01,3150110011027,西方哲学原著选读,哲学学院,哲学学院,3.0,专业教育必修,核心课程,专业教育课程,2024,哲学博睿班,刘任翔,副教授,60\0,48,,,,,,,"1-16周3-5节1区1-303(144,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3000110011164-01,3000110011164,数学哲学,哲学学院,哲学学院,3.0,专业教育选修,专业课程,专业教育课程,2023,哲学博睿班,程勇,教授,34\0,48,,,,,,"1-16周3-5节1区1-101(36,多媒体)",,,,,本课程双语教学,,,
2025-2026,2,(2025-2026-2)-1000840011034-02,1000840011034,数据结构与程序设计A(C语言),计算中心,遥感信息工程学院,4.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,遥感科学与技术,蒋永华,教授,42\42,48,,32,,,"1-16周11-12节3区附3-202(42,计算机教室),1-16周3-5节3区1-217(42,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3350210043028-01,3350210043028,国际金融管理,经济与管理学院,经济与管理学院,4.0,专业教育选修,专业课程,专业教育课程,2023,工商管理类国际班,周洋,副教授,27\0,64,,,,,,,,"1-16周3-5节1区枫-305(129,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3150520311001-01,3150520311001,数字逻辑与数字电路,计算机学院,计算机学院,3.0,专业教育必修,专业课程,辅修课程,2024,计算机科学与技术(辅修),熊小兵,讲师,100\0,48,,,,"2-13周6-9节1区5-101(166,多媒体)",,,,,,,,,,
2025-2026,2,(2025-2026-2)-3350130013052-01,3350130013052,莎士比亚戏剧赏析,外国语言文学学院,外国语言文学学院,2.0,专业教育选修,,专业教育课程,2024,英语,戴丹妮,副教授,15\0,32,,,,,"1-11周6-8节1区新外-08(30,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-45,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,陈文英,副教授,36\33,4,,,28,,,,,,"1-16周3-4节松园体育馆形体房(50,体育馆)",,素质体育2（健美操）,,,
2025-2026,2,(2025-2026-2)-1100820011061-0123,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,孔军,教授,36\36,4,,,28,,,,"1-16周3-4节桂园操场田径场(50,体育馆)",,,,素质体育2（排球）,,,
2025-2026,2,(2025-2026-2)-1000890011009-31,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,资源与环境科学学院,3.0,公共基础必修,无,专业教育课程,2024,地理科学,覃志威,讲师,89\87,48,,,,,"1-16周3-5节3区1-303(111,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-31,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,资源与环境科学学院,3.0,公共基础必修,无,专业教育课程,2024,环境科学,覃志威,讲师,89\87,48,,,,,"1-16周3-5节3区1-303(111,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-31,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,资源与环境科学学院,3.0,公共基础必修,无,专业教育课程,2024,环境工程,覃志威,讲师,89\87,48,,,,,"1-16周3-5节3区1-303(111,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-31,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,资源与环境科学学院,3.0,公共基础必修,无,专业教育课程,2024,地理信息科学（数字地图与空间信息工程）,覃志威,讲师,89\87,48,,,,,"1-16周3-5节3区1-303(111,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-31,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,资源与环境科学学院,3.0,公共基础必修,无,专业教育课程,2024,地理科学（拔尖班）,覃志威,讲师,89\87,48,,,,,"1-16周3-5节3区1-303(111,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-300012001033-01,300012001033,《说文解字》研读,文学院,文学院,2,专业教育选修,无,专业教育课程,2024,汉语言文学,孙超杰,,185\0,32,,,,,,,,,"1-16周1-2节1区3-001(298,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-300012001033-01,300012001033,《说文解字》研读,文学院,文学院,2,专业教育选修,无,专业教育课程,2024,汉语国际教育,孙超杰,,185\0,32,,,,,,,,,"1-16周1-2节1区3-001(298,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-1000850011010-01,1000850011010,高等数学D1,公共数学教学,,3.0,公共基础必修,无,重修课程,wnj,,待定,,50\0,48,,,,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-100013001004-82-54,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,李红,讲师,32\32,48,,,,,,,,"1-16周3-5节1区5-104(50,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-100013001004-45-23,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,谢晓梅,讲师,28\24,48,,,,,,,"1-16周3-5节2区A316(40,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000820011009-11,1000820011009,乒乓球2,体育部,,1.0,公共基础必修,无,体育,wnj,,杨博宇,讲师,36\35,4,,,28,,,,,,"1-16周6-7节松园体育馆乒乓球场(50,体育馆)",,,,,
